SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 443 | {'loss_reg': '16.8284', 'loss': '16.8284'}
Train | Epoch: 1 | Step: 10 / 443 | {'loss_reg': '8.0893', 'loss': '8.0893'}
Train | Epoch: 1 | Step: 20 / 443 | {'loss_reg': '17.1819', 'loss': '17.1819'}
Train | Epoch: 1 | Step: 30 / 443 | {'loss_reg': '9.9904', 'loss': '9.9904'}
Train | Epoch: 1 | Step: 40 / 443 | {'loss_reg': '8.7872', 'loss': '8.7872'}
Train | Epoch: 1 | Step: 50 / 443 | {'loss_reg': '7.9804', 'loss': '7.9804'}
Train | Epoch: 1 | Step: 60 / 443 | {'loss_reg': '9.1979', 'loss': '9.1979'}
Train | Epoch: 1 | Step: 70 / 443 | {'loss_reg': '12.0336', 'loss': '12.0336'}
Train | Epoch: 1 | Step: 80 / 443 | {'loss_reg': '6.8645', 'loss': '6.8645'}
Train | Epoch: 1 | Step: 90 / 443 | {'loss_reg': '6.9134', 'loss': '6.9134'}
Train | Epoch: 1 | Step: 100 / 443 | {'loss_reg': '3.3711', 'loss': '3.3711'}
Train | Epoch: 1 | Step: 110 / 443 | {'loss_reg': '2.5614', 'loss': '2.5614'}
Train | Epoch: 1 | Step: 120 / 443 | {'loss_reg': '2.3906', 'loss': '2.3906'}
Train | Epoch: 1 | Step: 130 / 443 | {'loss_reg': '4.3673', 'loss': '4.3673'}
Train | Epoch: 1 | Step: 140 / 443 | {'loss_reg': '3.2172', 'loss': '3.2172'}
Train | Epoch: 1 | Step: 150 / 443 | {'loss_reg': '4.6910', 'loss': '4.6910'}
Train | Epoch: 1 | Step: 160 / 443 | {'loss_reg': '1.0622', 'loss': '1.0622'}
Train | Epoch: 1 | Step: 170 / 443 | {'loss_reg': '2.5024', 'loss': '2.5024'}
Train | Epoch: 1 | Step: 180 / 443 | {'loss_reg': '7.1974', 'loss': '7.1974'}
Train | Epoch: 1 | Step: 190 / 443 | {'loss_reg': '3.8832', 'loss': '3.8832'}
Train | Epoch: 1 | Step: 200 / 443 | {'loss_reg': '2.6482', 'loss': '2.6482'}
Train | Epoch: 1 | Step: 210 / 443 | {'loss_reg': '2.6022', 'loss': '2.6022'}
Train | Epoch: 1 | Step: 220 / 443 | {'loss_reg': '2.1181', 'loss': '2.1181'}
Train | Epoch: 1 | Step: 230 / 443 | {'loss_reg': '5.2252', 'loss': '5.2252'}
Train | Epoch: 1 | Step: 240 / 443 | {'loss_reg': '1.5322', 'loss': '1.5322'}
Train | Epoch: 1 | Step: 250 / 443 | {'loss_reg': '0.9213', 'loss': '0.9213'}
Train | Epoch: 1 | Step: 260 / 443 | {'loss_reg': '3.2490', 'loss': '3.2490'}
Train | Epoch: 1 | Step: 270 / 443 | {'loss_reg': '6.3271', 'loss': '6.3271'}
Train | Epoch: 1 | Step: 280 / 443 | {'loss_reg': '7.7616', 'loss': '7.7616'}
Train | Epoch: 1 | Step: 290 / 443 | {'loss_reg': '1.7735', 'loss': '1.7735'}
Train | Epoch: 1 | Step: 300 / 443 | {'loss_reg': '0.7645', 'loss': '0.7645'}
Train | Epoch: 1 | Step: 310 / 443 | {'loss_reg': '2.5492', 'loss': '2.5492'}
Train | Epoch: 1 | Step: 320 / 443 | {'loss_reg': '6.0363', 'loss': '6.0363'}
Train | Epoch: 1 | Step: 330 / 443 | {'loss_reg': '3.4528', 'loss': '3.4528'}
Train | Epoch: 1 | Step: 340 / 443 | {'loss_reg': '3.9197', 'loss': '3.9197'}
Train | Epoch: 1 | Step: 350 / 443 | {'loss_reg': '2.0556', 'loss': '2.0556'}
Train | Epoch: 1 | Step: 360 / 443 | {'loss_reg': '2.3416', 'loss': '2.3416'}
Train | Epoch: 1 | Step: 370 / 443 | {'loss_reg': '2.4686', 'loss': '2.4686'}
Train | Epoch: 1 | Step: 380 / 443 | {'loss_reg': '10.9212', 'loss': '10.9212'}
