SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 443 | {'loss_reg': '13.2843', 'loss_triplet': '1.0383', 'loss': '14.3226'}
Train | Epoch: 1 | Step: 10 / 443 | {'loss_reg': '3.9898', 'loss_triplet': '0.8453', 'loss': '4.8351'}
Train | Epoch: 1 | Step: 20 / 443 | {'loss_reg': '6.0528', 'loss_triplet': '0.6420', 'loss': '6.6948'}
Train | Epoch: 1 | Step: 30 / 443 | {'loss_reg': '7.9957', 'loss_triplet': '0.4296', 'loss': '8.4253'}
Train | Epoch: 1 | Step: 40 / 443 | {'loss_reg': '8.0423', 'loss_triplet': '0.3568', 'loss': '8.3990'}
Train | Epoch: 1 | Step: 50 / 443 | {'loss_reg': '9.1311', 'loss_triplet': '0.2796', 'loss': '9.4107'}
Train | Epoch: 1 | Step: 60 / 443 | {'loss_reg': '11.1792', 'loss_triplet': '0.1651', 'loss': '11.3443'}
Train | Epoch: 1 | Step: 70 / 443 | {'loss_reg': '7.2325', 'loss_triplet': '0.1510', 'loss': '7.3834'}
Train | Epoch: 1 | Step: 80 / 443 | {'loss_reg': '9.1341', 'loss_triplet': '0.1865', 'loss': '9.3207'}
Train | Epoch: 1 | Step: 90 / 443 | {'loss_reg': '5.9537', 'loss_triplet': '0.1707', 'loss': '6.1244'}
Train | Epoch: 1 | Step: 100 / 443 | {'loss_reg': '3.4399', 'loss_triplet': '0.1146', 'loss': '3.5545'}
Train | Epoch: 1 | Step: 110 / 443 | {'loss_reg': '8.9065', 'loss_triplet': '0.1429', 'loss': '9.0494'}
Train | Epoch: 1 | Step: 120 / 443 | {'loss_reg': '6.7270', 'loss_triplet': '0.1616', 'loss': '6.8885'}
Train | Epoch: 1 | Step: 130 / 443 | {'loss_reg': '8.0508', 'loss_triplet': '0.1115', 'loss': '8.1623'}
Train | Epoch: 1 | Step: 140 / 443 | {'loss_reg': '3.9744', 'loss_triplet': '0.0857', 'loss': '4.0601'}
Train | Epoch: 1 | Step: 150 / 443 | {'loss_reg': '4.5495', 'loss_triplet': '0.1093', 'loss': '4.6587'}
Train | Epoch: 1 | Step: 160 / 443 | {'loss_reg': '7.3952', 'loss_triplet': '0.1373', 'loss': '7.5324'}
Train | Epoch: 1 | Step: 170 / 443 | {'loss_reg': '5.3592', 'loss_triplet': '0.0737', 'loss': '5.4329'}
Train | Epoch: 1 | Step: 180 / 443 | {'loss_reg': '5.7938', 'loss_triplet': '0.0666', 'loss': '5.8604'}
Train | Epoch: 1 | Step: 190 / 443 | {'loss_reg': '5.8327', 'loss_triplet': '0.0945', 'loss': '5.9272'}
Train | Epoch: 1 | Step: 200 / 443 | {'loss_reg': '4.2302', 'loss_triplet': '0.0823', 'loss': '4.3126'}
Train | Epoch: 1 | Step: 210 / 443 | {'loss_reg': '4.3728', 'loss_triplet': '0.0809', 'loss': '4.4538'}
Train | Epoch: 1 | Step: 220 / 443 | {'loss_reg': '4.7292', 'loss_triplet': '0.0729', 'loss': '4.8021'}
Train | Epoch: 1 | Step: 230 / 443 | {'loss_reg': '1.3972', 'loss_triplet': '0.0779', 'loss': '1.4751'}
Train | Epoch: 1 | Step: 240 / 443 | {'loss_reg': '3.7289', 'loss_triplet': '0.1256', 'loss': '3.8545'}
Train | Epoch: 1 | Step: 250 / 443 | {'loss_reg': '1.1818', 'loss_triplet': '0.0588', 'loss': '1.2406'}
Train | Epoch: 1 | Step: 260 / 443 | {'loss_reg': '2.3692', 'loss_triplet': '0.0781', 'loss': '2.4472'}
Train | Epoch: 1 | Step: 270 / 443 | {'loss_reg': '3.2785', 'loss_triplet': '0.0753', 'loss': '3.3537'}
Train | Epoch: 1 | Step: 280 / 443 | {'loss_reg': '3.4499', 'loss_triplet': '0.0803', 'loss': '3.5302'}
Train | Epoch: 1 | Step: 290 / 443 | {'loss_reg': '3.6547', 'loss_triplet': '0.0868', 'loss': '3.7416'}
Train | Epoch: 1 | Step: 300 / 443 | {'loss_reg': '2.6778', 'loss_triplet': '0.0740', 'loss': '2.7518'}
Train | Epoch: 1 | Step: 310 / 443 | {'loss_reg': '2.6229', 'loss_triplet': '0.0575', 'loss': '2.6804'}
Train | Epoch: 1 | Step: 320 / 443 | {'loss_reg': '1.1008', 'loss_triplet': '0.0548', 'loss': '1.1556'}
Train | Epoch: 1 | Step: 330 / 443 | {'loss_reg': '3.9657', 'loss_triplet': '0.1599', 'loss': '4.1256'}
Train | Epoch: 1 | Step: 340 / 443 | {'loss_reg': '6.2991', 'loss_triplet': '0.0549', 'loss': '6.3540'}
Train | Epoch: 1 | Step: 350 / 443 | {'loss_reg': '4.3180', 'loss_triplet': '0.3574', 'loss': '4.6754'}
Train | Epoch: 1 | Step: 360 / 443 | {'loss_reg': '2.0256', 'loss_triplet': '0.0775', 'loss': '2.1030'}
Train | Epoch: 1 | Step: 370 / 443 | {'loss_reg': '2.2118', 'loss_triplet': '0.0787', 'loss': '2.2905'}
