SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 443 | {'loss_reg': '10.0079', 'loss': '10.0079'}
Train | Epoch: 1 | Step: 10 / 443 | {'loss_reg': '13.0367', 'loss': '13.0367'}
Train | Epoch: 1 | Step: 20 / 443 | {'loss_reg': '14.9776', 'loss': '14.9776'}
Train | Epoch: 1 | Step: 30 / 443 | {'loss_reg': '10.0157', 'loss': '10.0157'}
Train | Epoch: 1 | Step: 40 / 443 | {'loss_reg': '8.5594', 'loss': '8.5594'}
Train | Epoch: 1 | Step: 50 / 443 | {'loss_reg': '10.1741', 'loss': '10.1741'}
Train | Epoch: 1 | Step: 60 / 443 | {'loss_reg': '8.8601', 'loss': '8.8601'}
Train | Epoch: 1 | Step: 70 / 443 | {'loss_reg': '10.2240', 'loss': '10.2240'}
Train | Epoch: 1 | Step: 80 / 443 | {'loss_reg': '8.4131', 'loss': '8.4131'}
Train | Epoch: 1 | Step: 90 / 443 | {'loss_reg': '4.4747', 'loss': '4.4747'}
Train | Epoch: 1 | Step: 100 / 443 | {'loss_reg': '7.7372', 'loss': '7.7372'}
Train | Epoch: 1 | Step: 110 / 443 | {'loss_reg': '2.7436', 'loss': '2.7436'}
Train | Epoch: 1 | Step: 120 / 443 | {'loss_reg': '3.7166', 'loss': '3.7166'}
Train | Epoch: 1 | Step: 130 / 443 | {'loss_reg': '1.0010', 'loss': '1.0010'}
Train | Epoch: 1 | Step: 140 / 443 | {'loss_reg': '3.9268', 'loss': '3.9268'}
Train | Epoch: 1 | Step: 150 / 443 | {'loss_reg': '1.8356', 'loss': '1.8356'}
Train | Epoch: 1 | Step: 160 / 443 | {'loss_reg': '4.8590', 'loss': '4.8590'}
Train | Epoch: 1 | Step: 170 / 443 | {'loss_reg': '3.6953', 'loss': '3.6953'}
Train | Epoch: 1 | Step: 180 / 443 | {'loss_reg': '4.5288', 'loss': '4.5288'}
Train | Epoch: 1 | Step: 190 / 443 | {'loss_reg': '2.5278', 'loss': '2.5278'}
Train | Epoch: 1 | Step: 200 / 443 | {'loss_reg': '2.3095', 'loss': '2.3095'}
Train | Epoch: 1 | Step: 210 / 443 | {'loss_reg': '3.4412', 'loss': '3.4412'}
Train | Epoch: 1 | Step: 220 / 443 | {'loss_reg': '3.0779', 'loss': '3.0779'}
Train | Epoch: 1 | Step: 230 / 443 | {'loss_reg': '6.8461', 'loss': '6.8461'}
Train | Epoch: 1 | Step: 240 / 443 | {'loss_reg': '2.7468', 'loss': '2.7468'}
Train | Epoch: 1 | Step: 250 / 443 | {'loss_reg': '1.8563', 'loss': '1.8563'}
Train | Epoch: 1 | Step: 260 / 443 | {'loss_reg': '3.3713', 'loss': '3.3713'}
Train | Epoch: 1 | Step: 270 / 443 | {'loss_reg': '3.5389', 'loss': '3.5389'}
Train | Epoch: 1 | Step: 280 / 443 | {'loss_reg': '2.5702', 'loss': '2.5702'}
Train | Epoch: 1 | Step: 290 / 443 | {'loss_reg': '3.5903', 'loss': '3.5903'}
Train | Epoch: 1 | Step: 300 / 443 | {'loss_reg': '2.6842', 'loss': '2.6842'}
Train | Epoch: 1 | Step: 310 / 443 | {'loss_reg': '2.4089', 'loss': '2.4089'}
Train | Epoch: 1 | Step: 320 / 443 | {'loss_reg': '5.9152', 'loss': '5.9152'}
Train | Epoch: 1 | Step: 330 / 443 | {'loss_reg': '2.4592', 'loss': '2.4592'}
Train | Epoch: 1 | Step: 340 / 443 | {'loss_reg': '1.6448', 'loss': '1.6448'}
Train | Epoch: 1 | Step: 350 / 443 | {'loss_reg': '1.2094', 'loss': '1.2094'}
Train | Epoch: 1 | Step: 360 / 443 | {'loss_reg': '1.3531', 'loss': '1.3531'}
Train | Epoch: 1 | Step: 370 / 443 | {'loss_reg': '2.9712', 'loss': '2.9712'}
Train | Epoch: 1 | Step: 380 / 443 | {'loss_reg': '3.7413', 'loss': '3.7413'}
Train | Epoch: 1 | Step: 390 / 443 | {'loss_reg': '3.7098', 'loss': '3.7098'}
Train | Epoch: 1 | Step: 400 / 443 | {'loss_reg': '1.6615', 'loss': '1.6615'}
Train | Epoch: 1 | Step: 410 / 443 | {'loss_reg': '7.3126', 'loss': '7.3126'}
Train | Epoch: 1 | Step: 420 / 443 | {'loss_reg': '0.8745', 'loss': '0.8745'}
Train | Epoch: 1 | Step: 430 / 443 | {'loss_reg': '1.3735', 'loss': '1.3735'}
Train | Epoch: 1 | Step: 440 / 443 | {'loss_reg': '0.9828', 'loss': '0.9828'}
Val | Epoch: 1 | {'rmse': '13.226', 'pearson': '0.937', 'r2': '0.870', 'spearmanr': '0.895'}
Train | Epoch: 2 | Step: 0 / 443 | {'loss_reg': '3.7564', 'loss': '3.7564'}
Train | Epoch: 2 | Step: 10 / 443 | {'loss_reg': '0.8847', 'loss': '0.8847'}
Train | Epoch: 2 | Step: 20 / 443 | {'loss_reg': '6.0342', 'loss': '6.0342'}
Train | Epoch: 2 | Step: 30 / 443 | {'loss_reg': '2.1932', 'loss': '2.1932'}
Train | Epoch: 2 | Step: 40 / 443 | {'loss_reg': '3.3396', 'loss': '3.3396'}
Train | Epoch: 2 | Step: 50 / 443 | {'loss_reg': '1.3328', 'loss': '1.3328'}
Train | Epoch: 2 | Step: 60 / 443 | {'loss_reg': '2.2557', 'loss': '2.2557'}
Train | Epoch: 2 | Step: 70 / 443 | {'loss_reg': '1.6517', 'loss': '1.6517'}
Train | Epoch: 2 | Step: 80 / 443 | {'loss_reg': '3.2417', 'loss': '3.2417'}
Train | Epoch: 2 | Step: 90 / 443 | {'loss_reg': '1.1622', 'loss': '1.1622'}
Train | Epoch: 2 | Step: 100 / 443 | {'loss_reg': '4.2380', 'loss': '4.2380'}
Train | Epoch: 2 | Step: 110 / 443 | {'loss_reg': '2.4402', 'loss': '2.4402'}
Train | Epoch: 2 | Step: 120 / 443 | {'loss_reg': '0.4381', 'loss': '0.4381'}
Train | Epoch: 2 | Step: 130 / 443 | {'loss_reg': '2.4170', 'loss': '2.4170'}
Train | Epoch: 2 | Step: 140 / 443 | {'loss_reg': '6.9763', 'loss': '6.9763'}
Train | Epoch: 2 | Step: 150 / 443 | {'loss_reg': '7.5915', 'loss': '7.5915'}
Train | Epoch: 2 | Step: 160 / 443 | {'loss_reg': '3.4840', 'loss': '3.4840'}
Train | Epoch: 2 | Step: 170 / 443 | {'loss_reg': '3.8029', 'loss': '3.8029'}
Train | Epoch: 2 | Step: 180 / 443 | {'loss_reg': '0.4038', 'loss': '0.4038'}
Train | Epoch: 2 | Step: 190 / 443 | {'loss_reg': '1.6281', 'loss': '1.6281'}
Train | Epoch: 2 | Step: 200 / 443 | {'loss_reg': '4.6109', 'loss': '4.6109'}
Train | Epoch: 2 | Step: 210 / 443 | {'loss_reg': '7.7816', 'loss': '7.7816'}
Train | Epoch: 2 | Step: 220 / 443 | {'loss_reg': '2.5155', 'loss': '2.5155'}
Train | Epoch: 2 | Step: 230 / 443 | {'loss_reg': '5.7618', 'loss': '5.7618'}
Train | Epoch: 2 | Step: 240 / 443 | {'loss_reg': '1.6784', 'loss': '1.6784'}
Train | Epoch: 2 | Step: 250 / 443 | {'loss_reg': '0.2998', 'loss': '0.2998'}
Train | Epoch: 2 | Step: 260 / 443 | {'loss_reg': '1.1059', 'loss': '1.1059'}
Train | Epoch: 2 | Step: 270 / 443 | {'loss_reg': '2.9674', 'loss': '2.9674'}
Train | Epoch: 2 | Step: 280 / 443 | {'loss_reg': '5.3673', 'loss': '5.3673'}
Train | Epoch: 2 | Step: 290 / 443 | {'loss_reg': '2.3225', 'loss': '2.3225'}
Train | Epoch: 2 | Step: 300 / 443 | {'loss_reg': '1.8413', 'loss': '1.8413'}
Train | Epoch: 2 | Step: 310 / 443 | {'loss_reg': '0.5879', 'loss': '0.5879'}
Train | Epoch: 2 | Step: 320 / 443 | {'loss_reg': '2.6975', 'loss': '2.6975'}
Train | Epoch: 2 | Step: 330 / 443 | {'loss_reg': '2.5828', 'loss': '2.5828'}
Train | Epoch: 2 | Step: 340 / 443 | {'loss_reg': '1.0416', 'loss': '1.0416'}
Train | Epoch: 2 | Step: 350 / 443 | {'loss_reg': '1.2193', 'loss': '1.2193'}
Train | Epoch: 2 | Step: 360 / 443 | {'loss_reg': '2.2192', 'loss': '2.2192'}
Train | Epoch: 2 | Step: 370 / 443 | {'loss_reg': '4.6642', 'loss': '4.6642'}
Train | Epoch: 2 | Step: 380 / 443 | {'loss_reg': '2.4209', 'loss': '2.4209'}
Train | Epoch: 2 | Step: 390 / 443 | {'loss_reg': '0.6055', 'loss': '0.6055'}
Train | Epoch: 2 | Step: 400 / 443 | {'loss_reg': '1.7390', 'loss': '1.7390'}
Train | Epoch: 2 | Step: 410 / 443 | {'loss_reg': '0.7009', 'loss': '0.7009'}
Train | Epoch: 2 | Step: 420 / 443 | {'loss_reg': '2.1157', 'loss': '2.1157'}
Train | Epoch: 2 | Step: 430 / 443 | {'loss_reg': '1.1170', 'loss': '1.1170'}
Train | Epoch: 2 | Step: 440 / 443 | {'loss_reg': '2.6408', 'loss': '2.6408'}
Val | Epoch: 2 | {'rmse': '11.143', 'pearson': '0.953', 'r2': '0.908', 'spearmanr': '0.916'}
Train | Epoch: 3 | Step: 0 / 443 | {'loss_reg': '2.3946', 'loss': '2.3946'}
Train | Epoch: 3 | Step: 10 / 443 | {'loss_reg': '3.7170', 'loss': '3.7170'}
Train | Epoch: 3 | Step: 20 / 443 | {'loss_reg': '4.8867', 'loss': '4.8867'}
Train | Epoch: 3 | Step: 30 / 443 | {'loss_reg': '2.2511', 'loss': '2.2511'}
Train | Epoch: 3 | Step: 40 / 443 | {'loss_reg': '2.5119', 'loss': '2.5119'}
Train | Epoch: 3 | Step: 50 / 443 | {'loss_reg': '1.6381', 'loss': '1.6381'}
Train | Epoch: 3 | Step: 60 / 443 | {'loss_reg': '0.9851', 'loss': '0.9851'}
Train | Epoch: 3 | Step: 70 / 443 | {'loss_reg': '1.5272', 'loss': '1.5272'}
Train | Epoch: 3 | Step: 80 / 443 | {'loss_reg': '0.8836', 'loss': '0.8836'}
Train | Epoch: 3 | Step: 90 / 443 | {'loss_reg': '3.7432', 'loss': '3.7432'}
Train | Epoch: 3 | Step: 100 / 443 | {'loss_reg': '8.1163', 'loss': '8.1163'}
Train | Epoch: 3 | Step: 110 / 443 | {'loss_reg': '2.8438', 'loss': '2.8438'}
Train | Epoch: 3 | Step: 120 / 443 | {'loss_reg': '1.1002', 'loss': '1.1002'}
Train | Epoch: 3 | Step: 130 / 443 | {'loss_reg': '1.7501', 'loss': '1.7501'}
Train | Epoch: 3 | Step: 140 / 443 | {'loss_reg': '1.9508', 'loss': '1.9508'}
Train | Epoch: 3 | Step: 150 / 443 | {'loss_reg': '0.8662', 'loss': '0.8662'}
Train | Epoch: 3 | Step: 160 / 443 | {'loss_reg': '2.9455', 'loss': '2.9455'}
Train | Epoch: 3 | Step: 170 / 443 | {'loss_reg': '0.8922', 'loss': '0.8922'}
Train | Epoch: 3 | Step: 180 / 443 | {'loss_reg': '0.8730', 'loss': '0.8730'}
Train | Epoch: 3 | Step: 190 / 443 | {'loss_reg': '7.7561', 'loss': '7.7561'}
Train | Epoch: 3 | Step: 200 / 443 | {'loss_reg': '2.9457', 'loss': '2.9457'}
Train | Epoch: 3 | Step: 210 / 443 | {'loss_reg': '0.6104', 'loss': '0.6104'}
Train | Epoch: 3 | Step: 220 / 443 | {'loss_reg': '2.2264', 'loss': '2.2264'}
Train | Epoch: 3 | Step: 230 / 443 | {'loss_reg': '0.3345', 'loss': '0.3345'}
Train | Epoch: 3 | Step: 240 / 443 | {'loss_reg': '1.4044', 'loss': '1.4044'}
Train | Epoch: 3 | Step: 250 / 443 | {'loss_reg': '4.3921', 'loss': '4.3921'}
Train | Epoch: 3 | Step: 260 / 443 | {'loss_reg': '7.0040', 'loss': '7.0040'}
