SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 443 | {'loss_reg': '20.9417', 'loss_triplet': '1.0621', 'loss': '22.0039'}
Train | Epoch: 1 | Step: 150 / 443 | {'loss_reg': '2.3375', 'loss_triplet': '0.0724', 'loss': '2.4099'}
Train | Epoch: 1 | Step: 160 / 443 | {'loss_reg': '5.9457', 'loss_triplet': '0.0767', 'loss': '6.0224'}
Train | Epoch: 1 | Step: 170 / 443 | {'loss_reg': '2.7948', 'loss_triplet': '0.0578', 'loss': '2.8526'}
Train | Epoch: 1 | Step: 180 / 443 | {'loss_reg': '4.8448', 'loss_triplet': '0.0742', 'loss': '4.9189'}
Train | Epoch: 1 | Step: 190 / 443 | {'loss_reg': '0.9708', 'loss_triplet': '0.0524', 'loss': '1.0232'}
Train | Epoch: 1 | Step: 200 / 443 | {'loss_reg': '4.4349', 'loss_triplet': '0.0452', 'loss': '4.4801'}
Train | Epoch: 1 | Step: 210 / 443 | {'loss_reg': '1.9816', 'loss_triplet': '0.0490', 'loss': '2.0306'}
Train | Epoch: 1 | Step: 220 / 443 | {'loss_reg': '1.1790', 'loss_triplet': '0.0551', 'loss': '1.2341'}
Train | Epoch: 1 | Step: 230 / 443 | {'loss_reg': '4.0292', 'loss_triplet': '0.0762', 'loss': '4.1053'}
Train | Epoch: 1 | Step: 240 / 443 | {'loss_reg': '2.1252', 'loss_triplet': '0.0582', 'loss': '2.1834'}
Train | Epoch: 1 | Step: 250 / 443 | {'loss_reg': '2.0934', 'loss_triplet': '0.0514', 'loss': '2.1447'}
Train | Epoch: 1 | Step: 260 / 443 | {'loss_reg': '0.8680', 'loss_triplet': '0.0417', 'loss': '0.9097'}
Train | Epoch: 1 | Step: 270 / 443 | {'loss_reg': '1.7878', 'loss_triplet': '0.0549', 'loss': '1.8427'}
Train | Epoch: 1 | Step: 280 / 443 | {'loss_reg': '1.8383', 'loss_triplet': '0.1510', 'loss': '1.9893'}
Train | Epoch: 1 | Step: 290 / 443 | {'loss_reg': '2.2158', 'loss_triplet': '0.0500', 'loss': '2.2658'}
Train | Epoch: 1 | Step: 300 / 443 | {'loss_reg': '2.7637', 'loss_triplet': '0.0490', 'loss': '2.8127'}
Train | Epoch: 1 | Step: 310 / 443 | {'loss_reg': '1.1966', 'loss_triplet': '0.0587', 'loss': '1.2553'}
Train | Epoch: 1 | Step: 320 / 443 | {'loss_reg': '1.4187', 'loss_triplet': '0.0399', 'loss': '1.4586'}
Train | Epoch: 1 | Step: 330 / 443 | {'loss_reg': '1.3807', 'loss_triplet': '0.0556', 'loss': '1.4363'}
Train | Epoch: 1 | Step: 340 / 443 | {'loss_reg': '2.8677', 'loss_triplet': '0.1136', 'loss': '2.9813'}
Train | Epoch: 1 | Step: 350 / 443 | {'loss_reg': '1.6636', 'loss_triplet': '0.0439', 'loss': '1.7076'}
Train | Epoch: 1 | Step: 360 / 443 | {'loss_reg': '4.1417', 'loss_triplet': '0.0403', 'loss': '4.1819'}
Train | Epoch: 1 | Step: 370 / 443 | {'loss_reg': '8.4709', 'loss_triplet': '0.0668', 'loss': '8.5376'}
Train | Epoch: 1 | Step: 380 / 443 | {'loss_reg': '1.5342', 'loss_triplet': '0.0366', 'loss': '1.5708'}
Train | Epoch: 1 | Step: 390 / 443 | {'loss_reg': '4.6261', 'loss_triplet': '0.0424', 'loss': '4.6685'}
Train | Epoch: 1 | Step: 400 / 443 | {'loss_reg': '2.1477', 'loss_triplet': '0.1051', 'loss': '2.2528'}
Train | Epoch: 1 | Step: 410 / 443 | {'loss_reg': '2.0202', 'loss_triplet': '0.0543', 'loss': '2.0745'}
Train | Epoch: 1 | Step: 420 / 443 | {'loss_reg': '1.5451', 'loss_triplet': '0.0529', 'loss': '1.5981'}
Train | Epoch: 1 | Step: 430 / 443 | {'loss_reg': '0.8404', 'loss_triplet': '0.0302', 'loss': '0.8706'}
Train | Epoch: 1 | Step: 440 / 443 | {'loss_reg': '1.1209', 'loss_triplet': '0.0526', 'loss': '1.1735'}
Val | Epoch: 1 | {'rmse': '14.116', 'pearson': '0.924', 'r2': '0.851', 'spearmanr': '0.885'}
Train | Epoch: 2 | Step: 0 / 443 | {'loss_reg': '2.9238', 'loss_triplet': '0.0337', 'loss': '2.9576'}
Train | Epoch: 2 | Step: 10 / 443 | {'loss_reg': '3.7231', 'loss_triplet': '0.0338', 'loss': '3.7569'}
Train | Epoch: 2 | Step: 20 / 443 | {'loss_reg': '1.6984', 'loss_triplet': '0.1117', 'loss': '1.8101'}
Train | Epoch: 2 | Step: 30 / 443 | {'loss_reg': '2.6530', 'loss_triplet': '0.0429', 'loss': '2.6959'}
Train | Epoch: 2 | Step: 40 / 443 | {'loss_reg': '1.2486', 'loss_triplet': '0.0296', 'loss': '1.2782'}
Train | Epoch: 2 | Step: 50 / 443 | {'loss_reg': '0.8917', 'loss_triplet': '0.0288', 'loss': '0.9205'}
Train | Epoch: 2 | Step: 60 / 443 | {'loss_reg': '1.2764', 'loss_triplet': '0.0347', 'loss': '1.3110'}
Train | Epoch: 2 | Step: 70 / 443 | {'loss_reg': '1.3384', 'loss_triplet': '0.0403', 'loss': '1.3786'}
Train | Epoch: 2 | Step: 80 / 443 | {'loss_reg': '1.3922', 'loss_triplet': '0.0509', 'loss': '1.4431'}
Train | Epoch: 2 | Step: 90 / 443 | {'loss_reg': '3.5536', 'loss_triplet': '0.0547', 'loss': '3.6083'}
Train | Epoch: 2 | Step: 100 / 443 | {'loss_reg': '2.0769', 'loss_triplet': '0.0853', 'loss': '2.1622'}
Train | Epoch: 2 | Step: 110 / 443 | {'loss_reg': '2.4030', 'loss_triplet': '0.0897', 'loss': '2.4926'}
Train | Epoch: 2 | Step: 120 / 443 | {'loss_reg': '1.1159', 'loss_triplet': '0.0229', 'loss': '1.1388'}
Train | Epoch: 2 | Step: 130 / 443 | {'loss_reg': '1.6146', 'loss_triplet': '0.0416', 'loss': '1.6562'}
Train | Epoch: 2 | Step: 140 / 443 | {'loss_reg': '0.3650', 'loss_triplet': '0.0425', 'loss': '0.4075'}
Train | Epoch: 2 | Step: 150 / 443 | {'loss_reg': '1.7833', 'loss_triplet': '0.0516', 'loss': '1.8349'}
Train | Epoch: 2 | Step: 160 / 443 | {'loss_reg': '0.9334', 'loss_triplet': '0.0391', 'loss': '0.9725'}
Train | Epoch: 2 | Step: 170 / 443 | {'loss_reg': '0.8155', 'loss_triplet': '0.0285', 'loss': '0.8440'}
Train | Epoch: 2 | Step: 180 / 443 | {'loss_reg': '3.5987', 'loss_triplet': '0.0854', 'loss': '3.6841'}
Train | Epoch: 2 | Step: 190 / 443 | {'loss_reg': '0.5635', 'loss_triplet': '0.0255', 'loss': '0.5890'}
Train | Epoch: 2 | Step: 200 / 443 | {'loss_reg': '0.3683', 'loss_triplet': '0.0331', 'loss': '0.4014'}
Train | Epoch: 2 | Step: 210 / 443 | {'loss_reg': '1.3756', 'loss_triplet': '0.0392', 'loss': '1.4148'}
Train | Epoch: 2 | Step: 220 / 443 | {'loss_reg': '2.1904', 'loss_triplet': '0.0951', 'loss': '2.2855'}
Train | Epoch: 2 | Step: 230 / 443 | {'loss_reg': '0.9756', 'loss_triplet': '0.0385', 'loss': '1.0141'}
Train | Epoch: 2 | Step: 240 / 443 | {'loss_reg': '0.9134', 'loss_triplet': '0.0591', 'loss': '0.9725'}
Train | Epoch: 2 | Step: 250 / 443 | {'loss_reg': '0.7483', 'loss_triplet': '0.0348', 'loss': '0.7831'}
Train | Epoch: 2 | Step: 260 / 443 | {'loss_reg': '1.6340', 'loss_triplet': '0.0714', 'loss': '1.7053'}
Train | Epoch: 2 | Step: 270 / 443 | {'loss_reg': '4.9422', 'loss_triplet': '0.0266', 'loss': '4.9688'}
Train | Epoch: 2 | Step: 280 / 443 | {'loss_reg': '1.9421', 'loss_triplet': '0.0361', 'loss': '1.9782'}
Train | Epoch: 2 | Step: 290 / 443 | {'loss_reg': '0.6601', 'loss_triplet': '0.0281', 'loss': '0.6882'}
Train | Epoch: 2 | Step: 300 / 443 | {'loss_reg': '1.6334', 'loss_triplet': '0.0667', 'loss': '1.7001'}
Train | Epoch: 2 | Step: 310 / 443 | {'loss_reg': '2.8151', 'loss_triplet': '0.0808', 'loss': '2.8959'}
Train | Epoch: 2 | Step: 320 / 443 | {'loss_reg': '2.3590', 'loss_triplet': '0.0581', 'loss': '2.4171'}
Train | Epoch: 2 | Step: 330 / 443 | {'loss_reg': '5.6727', 'loss_triplet': '0.0308', 'loss': '5.7035'}
Train | Epoch: 2 | Step: 340 / 443 | {'loss_reg': '0.7774', 'loss_triplet': '0.0289', 'loss': '0.8062'}
Train | Epoch: 2 | Step: 350 / 443 | {'loss_reg': '2.7073', 'loss_triplet': '0.0543', 'loss': '2.7616'}
Train | Epoch: 2 | Step: 360 / 443 | {'loss_reg': '0.8519', 'loss_triplet': '0.0293', 'loss': '0.8812'}
Train | Epoch: 2 | Step: 370 / 443 | {'loss_reg': '3.4512', 'loss_triplet': '0.0433', 'loss': '3.4945'}
Train | Epoch: 2 | Step: 380 / 443 | {'loss_reg': '1.9632', 'loss_triplet': '0.0473', 'loss': '2.0104'}
Train | Epoch: 2 | Step: 390 / 443 | {'loss_reg': '2.5528', 'loss_triplet': '0.0362', 'loss': '2.5889'}
Train | Epoch: 2 | Step: 400 / 443 | {'loss_reg': '4.0817', 'loss_triplet': '0.0796', 'loss': '4.1613'}
Train | Epoch: 2 | Step: 410 / 443 | {'loss_reg': '5.0034', 'loss_triplet': '0.0360', 'loss': '5.0394'}
Train | Epoch: 2 | Step: 420 / 443 | {'loss_reg': '1.2314', 'loss_triplet': '0.0328', 'loss': '1.2641'}
Train | Epoch: 2 | Step: 430 / 443 | {'loss_reg': '1.6064', 'loss_triplet': '0.0751', 'loss': '1.6815'}
Train | Epoch: 2 | Step: 440 / 443 | {'loss_reg': '1.5570', 'loss_triplet': '0.0322', 'loss': '1.5893'}
Val | Epoch: 2 | {'rmse': '13.118', 'pearson': '0.937', 'r2': '0.872', 'spearmanr': '0.903'}
Train | Epoch: 3 | Step: 0 / 443 | {'loss_reg': '2.0586', 'loss_triplet': '0.1289', 'loss': '2.1874'}
Train | Epoch: 3 | Step: 10 / 443 | {'loss_reg': '0.7661', 'loss_triplet': '0.0469', 'loss': '0.8130'}
Train | Epoch: 3 | Step: 20 / 443 | {'loss_reg': '1.1015', 'loss_triplet': '0.0329', 'loss': '1.1344'}
Train | Epoch: 3 | Step: 30 / 443 | {'loss_reg': '1.7606', 'loss_triplet': '0.0748', 'loss': '1.8354'}
Train | Epoch: 3 | Step: 40 / 443 | {'loss_reg': '4.2576', 'loss_triplet': '0.0253', 'loss': '4.2829'}
Train | Epoch: 3 | Step: 50 / 443 | {'loss_reg': '3.2534', 'loss_triplet': '0.2032', 'loss': '3.4566'}
Train | Epoch: 3 | Step: 60 / 443 | {'loss_reg': '3.2145', 'loss_triplet': '0.0311', 'loss': '3.2456'}
Train | Epoch: 3 | Step: 70 / 443 | {'loss_reg': '2.5252', 'loss_triplet': '0.1302', 'loss': '2.6554'}
Train | Epoch: 3 | Step: 80 / 443 | {'loss_reg': '1.5301', 'loss_triplet': '0.0285', 'loss': '1.5586'}
Train | Epoch: 3 | Step: 90 / 443 | {'loss_reg': '1.9727', 'loss_triplet': '0.0318', 'loss': '2.0045'}
Train | Epoch: 3 | Step: 100 / 443 | {'loss_reg': '1.3338', 'loss_triplet': '0.0543', 'loss': '1.3881'}
Train | Epoch: 3 | Step: 110 / 443 | {'loss_reg': '0.9145', 'loss_triplet': '0.0655', 'loss': '0.9800'}
Train | Epoch: 3 | Step: 120 / 443 | {'loss_reg': '2.4341', 'loss_triplet': '0.0226', 'loss': '2.4567'}
Train | Epoch: 3 | Step: 130 / 443 | {'loss_reg': '1.3462', 'loss_triplet': '0.0388', 'loss': '1.3850'}
Train | Epoch: 3 | Step: 140 / 443 | {'loss_reg': '1.2901', 'loss_triplet': '0.0272', 'loss': '1.3172'}
Train | Epoch: 3 | Step: 150 / 443 | {'loss_reg': '1.5108', 'loss_triplet': '0.0301', 'loss': '1.5409'}
Train | Epoch: 3 | Step: 160 / 443 | {'loss_reg': '1.6921', 'loss_triplet': '0.0677', 'loss': '1.7598'}
Train | Epoch: 3 | Step: 170 / 443 | {'loss_reg': '2.8794', 'loss_triplet': '0.0486', 'loss': '2.9280'}
Train | Epoch: 3 | Step: 180 / 443 | {'loss_reg': '1.1174', 'loss_triplet': '0.0423', 'loss': '1.1597'}
Train | Epoch: 3 | Step: 190 / 443 | {'loss_reg': '0.8907', 'loss_triplet': '0.0476', 'loss': '0.9383'}
Train | Epoch: 3 | Step: 200 / 443 | {'loss_reg': '2.5530', 'loss_triplet': '0.0364', 'loss': '2.5894'}
Train | Epoch: 3 | Step: 210 / 443 | {'loss_reg': '2.8771', 'loss_triplet': '0.0329', 'loss': '2.9100'}
Train | Epoch: 3 | Step: 220 / 443 | {'loss_reg': '4.0360', 'loss_triplet': '0.0579', 'loss': '4.0938'}
Train | Epoch: 3 | Step: 230 / 443 | {'loss_reg': '2.8873', 'loss_triplet': '0.0916', 'loss': '2.9790'}
Train | Epoch: 3 | Step: 240 / 443 | {'loss_reg': '6.8951', 'loss_triplet': '0.0227', 'loss': '6.9178'}
Train | Epoch: 3 | Step: 250 / 443 | {'loss_reg': '8.1829', 'loss_triplet': '0.0336', 'loss': '8.2165'}
Train | Epoch: 3 | Step: 260 / 443 | {'loss_reg': '1.9047', 'loss_triplet': '0.0357', 'loss': '1.9404'}
Train | Epoch: 3 | Step: 270 / 443 | {'loss_reg': '1.2084', 'loss_triplet': '0.0291', 'loss': '1.2375'}
Train | Epoch: 3 | Step: 280 / 443 | {'loss_reg': '2.8825', 'loss_triplet': '0.0289', 'loss': '2.9115'}
Train | Epoch: 3 | Step: 290 / 443 | {'loss_reg': '2.0744', 'loss_triplet': '0.0491', 'loss': '2.1234'}
Train | Epoch: 3 | Step: 300 / 443 | {'loss_reg': '0.8199', 'loss_triplet': '0.0272', 'loss': '0.8472'}
Train | Epoch: 3 | Step: 310 / 443 | {'loss_reg': '2.2713', 'loss_triplet': '0.0364', 'loss': '2.3077'}
Train | Epoch: 3 | Step: 320 / 443 | {'loss_reg': '1.3592', 'loss_triplet': '0.0279', 'loss': '1.3872'}
Train | Epoch: 3 | Step: 330 / 443 | {'loss_reg': '1.9140', 'loss_triplet': '0.0538', 'loss': '1.9679'}
Train | Epoch: 3 | Step: 340 / 443 | {'loss_reg': '0.8569', 'loss_triplet': '0.0398', 'loss': '0.8967'}
Train | Epoch: 3 | Step: 350 / 443 | {'loss_reg': '2.5378', 'loss_triplet': '0.0258', 'loss': '2.5636'}
Train | Epoch: 3 | Step: 360 / 443 | {'loss_reg': '11.5111', 'loss_triplet': '0.0339', 'loss': '11.5450'}
Train | Epoch: 3 | Step: 370 / 443 | {'loss_reg': '0.7816', 'loss_triplet': '0.0689', 'loss': '0.8504'}
Train | Epoch: 3 | Step: 380 / 443 | {'loss_reg': '1.7349', 'loss_triplet': '0.0529', 'loss': '1.7878'}
Train | Epoch: 3 | Step: 390 / 443 | {'loss_reg': '2.2348', 'loss_triplet': '0.0821', 'loss': '2.3168'}
Train | Epoch: 3 | Step: 400 / 443 | {'loss_reg': '2.1387', 'loss_triplet': '0.1030', 'loss': '2.2417'}
Train | Epoch: 3 | Step: 410 / 443 | {'loss_reg': '1.0278', 'loss_triplet': '0.0880', 'loss': '1.1159'}
Train | Epoch: 3 | Step: 420 / 443 | {'loss_reg': '3.4973', 'loss_triplet': '0.0463', 'loss': '3.5435'}
Train | Epoch: 3 | Step: 430 / 443 | {'loss_reg': '5.1546', 'loss_triplet': '0.0360', 'loss': '5.1905'}
Train | Epoch: 3 | Step: 440 / 443 | {'loss_reg': '2.3730', 'loss_triplet': '0.2112', 'loss': '2.5842'}
Val | Epoch: 3 | {'rmse': '13.493', 'pearson': '0.934', 'r2': '0.864', 'spearmanr': '0.904'}
Train | Epoch: 4 | Step: 0 / 443 | {'loss_reg': '1.0700', 'loss_triplet': '0.0801', 'loss': '1.1501'}
Train | Epoch: 4 | Step: 10 / 443 | {'loss_reg': '0.3777', 'loss_triplet': '0.0766', 'loss': '0.4543'}
Train | Epoch: 4 | Step: 20 / 443 | {'loss_reg': '1.2597', 'loss_triplet': '0.1138', 'loss': '1.3735'}
Train | Epoch: 4 | Step: 30 / 443 | {'loss_reg': '2.7768', 'loss_triplet': '0.0476', 'loss': '2.8244'}
Train | Epoch: 4 | Step: 40 / 443 | {'loss_reg': '1.1438', 'loss_triplet': '0.0254', 'loss': '1.1692'}
Train | Epoch: 4 | Step: 50 / 443 | {'loss_reg': '1.7188', 'loss_triplet': '0.0947', 'loss': '1.8135'}
Train | Epoch: 4 | Step: 60 / 443 | {'loss_reg': '1.6715', 'loss_triplet': '0.0567', 'loss': '1.7282'}
Train | Epoch: 4 | Step: 70 / 443 | {'loss_reg': '0.5933', 'loss_triplet': '0.0469', 'loss': '0.6402'}
Train | Epoch: 4 | Step: 80 / 443 | {'loss_reg': '2.1129', 'loss_triplet': '0.0649', 'loss': '2.1778'}
Train | Epoch: 4 | Step: 90 / 443 | {'loss_reg': '0.8765', 'loss_triplet': '0.0479', 'loss': '0.9244'}
Train | Epoch: 4 | Step: 100 / 443 | {'loss_reg': '0.9265', 'loss_triplet': '0.2329', 'loss': '1.1595'}
Train | Epoch: 4 | Step: 110 / 443 | {'loss_reg': '0.4803', 'loss_triplet': '0.0330', 'loss': '0.5133'}
Train | Epoch: 4 | Step: 120 / 443 | {'loss_reg': '1.7330', 'loss_triplet': '0.0614', 'loss': '1.7944'}
Train | Epoch: 4 | Step: 130 / 443 | {'loss_reg': '1.7490', 'loss_triplet': '0.0660', 'loss': '1.8150'}
Train | Epoch: 4 | Step: 140 / 443 | {'loss_reg': '3.7178', 'loss_triplet': '0.0651', 'loss': '3.7829'}
Train | Epoch: 4 | Step: 150 / 443 | {'loss_reg': '1.8632', 'loss_triplet': '0.0360', 'loss': '1.8992'}
Train | Epoch: 4 | Step: 160 / 443 | {'loss_reg': '2.5501', 'loss_triplet': '0.0417', 'loss': '2.5918'}
Train | Epoch: 4 | Step: 170 / 443 | {'loss_reg': '2.2397', 'loss_triplet': '0.0673', 'loss': '2.3071'}
Train | Epoch: 4 | Step: 180 / 443 | {'loss_reg': '1.5394', 'loss_triplet': '0.0444', 'loss': '1.5838'}
Train | Epoch: 4 | Step: 190 / 443 | {'loss_reg': '0.4176', 'loss_triplet': '0.0292', 'loss': '0.4468'}
Train | Epoch: 4 | Step: 200 / 443 | {'loss_reg': '1.0106', 'loss_triplet': '0.0739', 'loss': '1.0845'}
Train | Epoch: 4 | Step: 210 / 443 | {'loss_reg': '1.1643', 'loss_triplet': '0.0550', 'loss': '1.2193'}
Train | Epoch: 4 | Step: 220 / 443 | {'loss_reg': '0.1419', 'loss_triplet': '0.0227', 'loss': '0.1646'}
Train | Epoch: 4 | Step: 230 / 443 | {'loss_reg': '0.9230', 'loss_triplet': '0.0256', 'loss': '0.9486'}
Train | Epoch: 4 | Step: 240 / 443 | {'loss_reg': '0.9430', 'loss_triplet': '0.1415', 'loss': '1.0846'}
Train | Epoch: 4 | Step: 250 / 443 | {'loss_reg': '2.1460', 'loss_triplet': '0.0409', 'loss': '2.1869'}
Train | Epoch: 4 | Step: 260 / 443 | {'loss_reg': '0.3145', 'loss_triplet': '0.0372', 'loss': '0.3517'}
Train | Epoch: 4 | Step: 270 / 443 | {'loss_reg': '1.0493', 'loss_triplet': '0.0458', 'loss': '1.0951'}
Train | Epoch: 4 | Step: 280 / 443 | {'loss_reg': '1.5662', 'loss_triplet': '0.0703', 'loss': '1.6365'}
Train | Epoch: 4 | Step: 290 / 443 | {'loss_reg': '0.8340', 'loss_triplet': '0.1107', 'loss': '0.9448'}
Train | Epoch: 4 | Step: 300 / 443 | {'loss_reg': '2.4824', 'loss_triplet': '0.0423', 'loss': '2.5246'}
Train | Epoch: 4 | Step: 310 / 443 | {'loss_reg': '6.2986', 'loss_triplet': '0.0858', 'loss': '6.3844'}
Train | Epoch: 4 | Step: 320 / 443 | {'loss_reg': '1.3033', 'loss_triplet': '0.0932', 'loss': '1.3965'}
Train | Epoch: 4 | Step: 330 / 443 | {'loss_reg': '1.7055', 'loss_triplet': '0.0540', 'loss': '1.7595'}
Train | Epoch: 4 | Step: 340 / 443 | {'loss_reg': '1.9053', 'loss_triplet': '0.0854', 'loss': '1.9907'}
Train | Epoch: 4 | Step: 350 / 443 | {'loss_reg': '2.5824', 'loss_triplet': '0.0817', 'loss': '2.6641'}
Train | Epoch: 4 | Step: 360 / 443 | {'loss_reg': '3.3168', 'loss_triplet': '0.1340', 'loss': '3.4509'}
Train | Epoch: 4 | Step: 370 / 443 | {'loss_reg': '1.0035', 'loss_triplet': '0.0551', 'loss': '1.0586'}
Train | Epoch: 4 | Step: 380 / 443 | {'loss_reg': '1.0606', 'loss_triplet': '0.0483', 'loss': '1.1089'}
Train | Epoch: 4 | Step: 390 / 443 | {'loss_reg': '1.2420', 'loss_triplet': '0.0658', 'loss': '1.3078'}
Train | Epoch: 4 | Step: 400 / 443 | {'loss_reg': '2.5031', 'loss_triplet': '0.1268', 'loss': '2.6299'}
Train | Epoch: 4 | Step: 410 / 443 | {'loss_reg': '0.8133', 'loss_triplet': '0.0249', 'loss': '0.8382'}
Train | Epoch: 4 | Step: 420 / 443 | {'loss_reg': '1.7831', 'loss_triplet': '0.0279', 'loss': '1.8110'}
Train | Epoch: 4 | Step: 430 / 443 | {'loss_reg': '1.8753', 'loss_triplet': '0.0647', 'loss': '1.9400'}
Train | Epoch: 4 | Step: 440 / 443 | {'loss_reg': '0.9928', 'loss_triplet': '0.0492', 'loss': '1.0420'}
Val | Epoch: 4 | {'rmse': '13.605', 'pearson': '0.933', 'r2': '0.862', 'spearmanr': '0.922'}
Train | Epoch: 5 | Step: 0 / 443 | {'loss_reg': '4.6253', 'loss_triplet': '0.0432', 'loss': '4.6686'}
Train | Epoch: 5 | Step: 10 / 443 | {'loss_reg': '0.9367', 'loss_triplet': '0.0386', 'loss': '0.9752'}
Train | Epoch: 5 | Step: 20 / 443 | {'loss_reg': '0.5158', 'loss_triplet': '0.0352', 'loss': '0.5510'}
Train | Epoch: 5 | Step: 30 / 443 | {'loss_reg': '1.9887', 'loss_triplet': '0.0920', 'loss': '2.0808'}
Train | Epoch: 5 | Step: 40 / 443 | {'loss_reg': '0.5010', 'loss_triplet': '0.0316', 'loss': '0.5326'}
Train | Epoch: 5 | Step: 50 / 443 | {'loss_reg': '0.2861', 'loss_triplet': '0.0407', 'loss': '0.3269'}
Train | Epoch: 5 | Step: 60 / 443 | {'loss_reg': '2.3571', 'loss_triplet': '0.0986', 'loss': '2.4557'}
Train | Epoch: 5 | Step: 70 / 443 | {'loss_reg': '2.4839', 'loss_triplet': '0.0385', 'loss': '2.5224'}
Train | Epoch: 5 | Step: 80 / 443 | {'loss_reg': '0.7899', 'loss_triplet': '0.0473', 'loss': '0.8372'}
Train | Epoch: 5 | Step: 90 / 443 | {'loss_reg': '1.3989', 'loss_triplet': '0.1072', 'loss': '1.5061'}
Train | Epoch: 5 | Step: 100 / 443 | {'loss_reg': '0.6705', 'loss_triplet': '0.0272', 'loss': '0.6977'}
Train | Epoch: 5 | Step: 110 / 443 | {'loss_reg': '0.3237', 'loss_triplet': '0.0264', 'loss': '0.3501'}
Train | Epoch: 5 | Step: 120 / 443 | {'loss_reg': '0.2059', 'loss_triplet': '0.0589', 'loss': '0.2648'}
Train | Epoch: 5 | Step: 130 / 443 | {'loss_reg': '0.5273', 'loss_triplet': '0.1045', 'loss': '0.6318'}
Train | Epoch: 5 | Step: 140 / 443 | {'loss_reg': '1.8666', 'loss_triplet': '0.0730', 'loss': '1.9396'}
Train | Epoch: 5 | Step: 150 / 443 | {'loss_reg': '2.4840', 'loss_triplet': '0.0497', 'loss': '2.5337'}
Train | Epoch: 5 | Step: 160 / 443 | {'loss_reg': '0.4734', 'loss_triplet': '0.0280', 'loss': '0.5014'}
Train | Epoch: 5 | Step: 170 / 443 | {'loss_reg': '4.2914', 'loss_triplet': '0.0429', 'loss': '4.3343'}
Train | Epoch: 5 | Step: 180 / 443 | {'loss_reg': '1.5061', 'loss_triplet': '0.0628', 'loss': '1.5689'}
Train | Epoch: 5 | Step: 190 / 443 | {'loss_reg': '1.1745', 'loss_triplet': '0.0358', 'loss': '1.2103'}
Train | Epoch: 5 | Step: 200 / 443 | {'loss_reg': '1.3091', 'loss_triplet': '0.0457', 'loss': '1.3548'}
Train | Epoch: 5 | Step: 210 / 443 | {'loss_reg': '2.5173', 'loss_triplet': '0.0523', 'loss': '2.5695'}
Train | Epoch: 5 | Step: 220 / 443 | {'loss_reg': '3.2321', 'loss_triplet': '0.1077', 'loss': '3.3399'}
Train | Epoch: 5 | Step: 230 / 443 | {'loss_reg': '1.0071', 'loss_triplet': '0.0453', 'loss': '1.0524'}
Train | Epoch: 5 | Step: 240 / 443 | {'loss_reg': '2.3997', 'loss_triplet': '0.0497', 'loss': '2.4494'}
Train | Epoch: 5 | Step: 250 / 443 | {'loss_reg': '1.0236', 'loss_triplet': '0.0599', 'loss': '1.0836'}
Train | Epoch: 5 | Step: 260 / 443 | {'loss_reg': '0.7400', 'loss_triplet': '0.0788', 'loss': '0.8188'}
Train | Epoch: 5 | Step: 270 / 443 | {'loss_reg': '0.9275', 'loss_triplet': '0.0274', 'loss': '0.9548'}
Train | Epoch: 5 | Step: 280 / 443 | {'loss_reg': '1.4698', 'loss_triplet': '0.0746', 'loss': '1.5443'}
Train | Epoch: 5 | Step: 290 / 443 | {'loss_reg': '0.7402', 'loss_triplet': '0.0723', 'loss': '0.8125'}
