SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 442 | {'loss_reg': '15.2118', 'loss': '15.2118'}
Train | Epoch: 1 | Step: 10 / 442 | {'loss_reg': '11.9921', 'loss': '11.9921'}
Train | Epoch: 1 | Step: 20 / 442 | {'loss_reg': '8.3608', 'loss': '8.3608'}
Train | Epoch: 1 | Step: 30 / 442 | {'loss_reg': '9.5249', 'loss': '9.5249'}
Train | Epoch: 1 | Step: 40 / 442 | {'loss_reg': '9.9208', 'loss': '9.9208'}
Train | Epoch: 1 | Step: 50 / 442 | {'loss_reg': '8.2016', 'loss': '8.2016'}
Train | Epoch: 1 | Step: 60 / 442 | {'loss_reg': '10.1123', 'loss': '10.1123'}
Train | Epoch: 1 | Step: 70 / 442 | {'loss_reg': '8.1704', 'loss': '8.1704'}
Train | Epoch: 1 | Step: 80 / 442 | {'loss_reg': '8.7273', 'loss': '8.7273'}
Train | Epoch: 1 | Step: 90 / 442 | {'loss_reg': '6.3633', 'loss': '6.3633'}
Train | Epoch: 1 | Step: 100 / 442 | {'loss_reg': '7.0307', 'loss': '7.0307'}
Train | Epoch: 1 | Step: 110 / 442 | {'loss_reg': '6.9378', 'loss': '6.9378'}
Train | Epoch: 1 | Step: 120 / 442 | {'loss_reg': '7.1541', 'loss': '7.1541'}
Train | Epoch: 1 | Step: 130 / 442 | {'loss_reg': '11.8460', 'loss': '11.8460'}
Train | Epoch: 1 | Step: 140 / 442 | {'loss_reg': '6.3379', 'loss': '6.3379'}
Train | Epoch: 1 | Step: 150 / 442 | {'loss_reg': '1.9343', 'loss': '1.9343'}
Train | Epoch: 1 | Step: 160 / 442 | {'loss_reg': '1.9288', 'loss': '1.9288'}
Train | Epoch: 1 | Step: 170 / 442 | {'loss_reg': '5.1915', 'loss': '5.1915'}
Train | Epoch: 1 | Step: 180 / 442 | {'loss_reg': '6.8656', 'loss': '6.8656'}
Train | Epoch: 1 | Step: 190 / 442 | {'loss_reg': '4.7045', 'loss': '4.7045'}
Train | Epoch: 1 | Step: 200 / 442 | {'loss_reg': '2.3040', 'loss': '2.3040'}
Train | Epoch: 1 | Step: 210 / 442 | {'loss_reg': '1.3727', 'loss': '1.3727'}
Train | Epoch: 1 | Step: 220 / 442 | {'loss_reg': '5.6942', 'loss': '5.6942'}
Train | Epoch: 1 | Step: 230 / 442 | {'loss_reg': '3.6024', 'loss': '3.6024'}
Train | Epoch: 1 | Step: 240 / 442 | {'loss_reg': '4.0668', 'loss': '4.0668'}
Train | Epoch: 1 | Step: 250 / 442 | {'loss_reg': '2.0857', 'loss': '2.0857'}
Train | Epoch: 1 | Step: 260 / 442 | {'loss_reg': '1.3122', 'loss': '1.3122'}
Train | Epoch: 1 | Step: 270 / 442 | {'loss_reg': '3.2956', 'loss': '3.2956'}
Train | Epoch: 1 | Step: 280 / 442 | {'loss_reg': '2.7377', 'loss': '2.7377'}
Train | Epoch: 1 | Step: 290 / 442 | {'loss_reg': '2.6132', 'loss': '2.6132'}
Train | Epoch: 1 | Step: 300 / 442 | {'loss_reg': '1.4520', 'loss': '1.4520'}
Train | Epoch: 1 | Step: 310 / 442 | {'loss_reg': '2.0602', 'loss': '2.0602'}
Train | Epoch: 1 | Step: 320 / 442 | {'loss_reg': '1.8157', 'loss': '1.8157'}
