SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 442 | {'loss_reg': '16.3096', 'loss': '16.3096'}
Train | Epoch: 1 | Step: 10 / 442 | {'loss_reg': '13.7080', 'loss': '13.7080'}
Train | Epoch: 1 | Step: 20 / 442 | {'loss_reg': '4.5203', 'loss': '4.5203'}
Train | Epoch: 1 | Step: 30 / 442 | {'loss_reg': '4.9601', 'loss': '4.9601'}
Train | Epoch: 1 | Step: 40 / 442 | {'loss_reg': '9.7259', 'loss': '9.7259'}
Train | Epoch: 1 | Step: 50 / 442 | {'loss_reg': '11.4949', 'loss': '11.4949'}
Train | Epoch: 1 | Step: 60 / 442 | {'loss_reg': '9.2396', 'loss': '9.2396'}
Train | Epoch: 1 | Step: 70 / 442 | {'loss_reg': '9.0840', 'loss': '9.0840'}
Train | Epoch: 1 | Step: 80 / 442 | {'loss_reg': '7.7194', 'loss': '7.7194'}
Train | Epoch: 1 | Step: 90 / 442 | {'loss_reg': '6.5662', 'loss': '6.5662'}
Train | Epoch: 1 | Step: 100 / 442 | {'loss_reg': '4.6102', 'loss': '4.6102'}
Train | Epoch: 1 | Step: 110 / 442 | {'loss_reg': '3.6512', 'loss': '3.6512'}
Train | Epoch: 1 | Step: 120 / 442 | {'loss_reg': '1.7015', 'loss': '1.7015'}
Train | Epoch: 1 | Step: 130 / 442 | {'loss_reg': '3.3031', 'loss': '3.3031'}
Train | Epoch: 1 | Step: 140 / 442 | {'loss_reg': '3.9902', 'loss': '3.9902'}
Train | Epoch: 1 | Step: 150 / 442 | {'loss_reg': '1.5262', 'loss': '1.5262'}
Train | Epoch: 1 | Step: 160 / 442 | {'loss_reg': '1.2895', 'loss': '1.2895'}
Train | Epoch: 1 | Step: 170 / 442 | {'loss_reg': '5.0677', 'loss': '5.0677'}
Train | Epoch: 1 | Step: 180 / 442 | {'loss_reg': '4.5369', 'loss': '4.5369'}
Train | Epoch: 1 | Step: 190 / 442 | {'loss_reg': '2.9444', 'loss': '2.9444'}
Train | Epoch: 1 | Step: 200 / 442 | {'loss_reg': '1.7702', 'loss': '1.7702'}
Train | Epoch: 1 | Step: 210 / 442 | {'loss_reg': '6.7243', 'loss': '6.7243'}
Train | Epoch: 1 | Step: 220 / 442 | {'loss_reg': '3.4401', 'loss': '3.4401'}
Train | Epoch: 1 | Step: 230 / 442 | {'loss_reg': '3.6153', 'loss': '3.6153'}
Train | Epoch: 1 | Step: 240 / 442 | {'loss_reg': '4.5250', 'loss': '4.5250'}
Train | Epoch: 1 | Step: 250 / 442 | {'loss_reg': '2.5405', 'loss': '2.5405'}
Train | Epoch: 1 | Step: 260 / 442 | {'loss_reg': '2.2691', 'loss': '2.2691'}
Train | Epoch: 1 | Step: 270 / 442 | {'loss_reg': '5.0768', 'loss': '5.0768'}
Train | Epoch: 1 | Step: 280 / 442 | {'loss_reg': '2.1634', 'loss': '2.1634'}
Train | Epoch: 1 | Step: 290 / 442 | {'loss_reg': '7.3455', 'loss': '7.3455'}
Train | Epoch: 1 | Step: 300 / 442 | {'loss_reg': '3.0594', 'loss': '3.0594'}
Train | Epoch: 1 | Step: 310 / 442 | {'loss_reg': '4.7820', 'loss': '4.7820'}
Train | Epoch: 1 | Step: 320 / 442 | {'loss_reg': '4.2092', 'loss': '4.2092'}
Train | Epoch: 1 | Step: 330 / 442 | {'loss_reg': '1.5504', 'loss': '1.5504'}
Train | Epoch: 1 | Step: 340 / 442 | {'loss_reg': '0.8464', 'loss': '0.8464'}
Train | Epoch: 1 | Step: 350 / 442 | {'loss_reg': '1.8117', 'loss': '1.8117'}
Train | Epoch: 1 | Step: 360 / 442 | {'loss_reg': '4.3717', 'loss': '4.3717'}
Train | Epoch: 1 | Step: 370 / 442 | {'loss_reg': '1.3084', 'loss': '1.3084'}
Train | Epoch: 1 | Step: 380 / 442 | {'loss_reg': '0.9107', 'loss': '0.9107'}
Train | Epoch: 1 | Step: 390 / 442 | {'loss_reg': '1.7972', 'loss': '1.7972'}
Train | Epoch: 1 | Step: 400 / 442 | {'loss_reg': '2.5993', 'loss': '2.5993'}
Train | Epoch: 1 | Step: 410 / 442 | {'loss_reg': '3.4052', 'loss': '3.4052'}
Train | Epoch: 1 | Step: 420 / 442 | {'loss_reg': '2.9827', 'loss': '2.9827'}
Train | Epoch: 1 | Step: 430 / 442 | {'loss_reg': '3.6403', 'loss': '3.6403'}
Train | Epoch: 1 | Step: 440 / 442 | {'loss_reg': '1.1295', 'loss': '1.1295'}
Val | Epoch: 1 | {'rmse': '16.544', 'pearson': '0.917', 'r2': '0.806', 'spearmanr': '0.876'}
Train | Epoch: 2 | Step: 0 / 442 | {'loss_reg': '3.5638', 'loss': '3.5638'}
Train | Epoch: 2 | Step: 10 / 442 | {'loss_reg': '1.8654', 'loss': '1.8654'}
Train | Epoch: 2 | Step: 20 / 442 | {'loss_reg': '3.2095', 'loss': '3.2095'}
Train | Epoch: 2 | Step: 30 / 442 | {'loss_reg': '1.2148', 'loss': '1.2148'}
Train | Epoch: 2 | Step: 40 / 442 | {'loss_reg': '1.3631', 'loss': '1.3631'}
Train | Epoch: 2 | Step: 50 / 442 | {'loss_reg': '2.6041', 'loss': '2.6041'}
Train | Epoch: 2 | Step: 60 / 442 | {'loss_reg': '2.9359', 'loss': '2.9359'}
Train | Epoch: 2 | Step: 70 / 442 | {'loss_reg': '0.7846', 'loss': '0.7846'}
Train | Epoch: 2 | Step: 80 / 442 | {'loss_reg': '0.8873', 'loss': '0.8873'}
Train | Epoch: 2 | Step: 90 / 442 | {'loss_reg': '8.1860', 'loss': '8.1860'}
Train | Epoch: 2 | Step: 100 / 442 | {'loss_reg': '8.6881', 'loss': '8.6881'}
Train | Epoch: 2 | Step: 110 / 442 | {'loss_reg': '3.9948', 'loss': '3.9948'}
Train | Epoch: 2 | Step: 120 / 442 | {'loss_reg': '2.1417', 'loss': '2.1417'}
Train | Epoch: 2 | Step: 130 / 442 | {'loss_reg': '2.0601', 'loss': '2.0601'}
Train | Epoch: 2 | Step: 140 / 442 | {'loss_reg': '3.1583', 'loss': '3.1583'}
Train | Epoch: 2 | Step: 150 / 442 | {'loss_reg': '3.8666', 'loss': '3.8666'}
Train | Epoch: 2 | Step: 160 / 442 | {'loss_reg': '3.3852', 'loss': '3.3852'}
Train | Epoch: 2 | Step: 170 / 442 | {'loss_reg': '8.9725', 'loss': '8.9725'}
Train | Epoch: 2 | Step: 180 / 442 | {'loss_reg': '5.6577', 'loss': '5.6577'}
Train | Epoch: 2 | Step: 190 / 442 | {'loss_reg': '1.4431', 'loss': '1.4431'}
Train | Epoch: 2 | Step: 200 / 442 | {'loss_reg': '2.3282', 'loss': '2.3282'}
Train | Epoch: 2 | Step: 210 / 442 | {'loss_reg': '5.0508', 'loss': '5.0508'}
Train | Epoch: 2 | Step: 220 / 442 | {'loss_reg': '1.0455', 'loss': '1.0455'}
Train | Epoch: 2 | Step: 230 / 442 | {'loss_reg': '4.9100', 'loss': '4.9100'}
Train | Epoch: 2 | Step: 240 / 442 | {'loss_reg': '1.0491', 'loss': '1.0491'}
Train | Epoch: 2 | Step: 250 / 442 | {'loss_reg': '3.7207', 'loss': '3.7207'}
Train | Epoch: 2 | Step: 260 / 442 | {'loss_reg': '1.5106', 'loss': '1.5106'}
Train | Epoch: 2 | Step: 270 / 442 | {'loss_reg': '2.1416', 'loss': '2.1416'}
Train | Epoch: 2 | Step: 280 / 442 | {'loss_reg': '3.6160', 'loss': '3.6160'}
Train | Epoch: 2 | Step: 290 / 442 | {'loss_reg': '2.4928', 'loss': '2.4928'}
Train | Epoch: 2 | Step: 300 / 442 | {'loss_reg': '1.9009', 'loss': '1.9009'}
Train | Epoch: 2 | Step: 310 / 442 | {'loss_reg': '6.2467', 'loss': '6.2467'}
Train | Epoch: 2 | Step: 320 / 442 | {'loss_reg': '1.5365', 'loss': '1.5365'}
Train | Epoch: 2 | Step: 330 / 442 | {'loss_reg': '2.1816', 'loss': '2.1816'}
Train | Epoch: 2 | Step: 340 / 442 | {'loss_reg': '1.2276', 'loss': '1.2276'}
Train | Epoch: 2 | Step: 350 / 442 | {'loss_reg': '0.9363', 'loss': '0.9363'}
Train | Epoch: 2 | Step: 360 / 442 | {'loss_reg': '6.8956', 'loss': '6.8956'}
Train | Epoch: 2 | Step: 370 / 442 | {'loss_reg': '2.9814', 'loss': '2.9814'}
Train | Epoch: 2 | Step: 380 / 442 | {'loss_reg': '1.8619', 'loss': '1.8619'}
Train | Epoch: 2 | Step: 390 / 442 | {'loss_reg': '6.6176', 'loss': '6.6176'}
Train | Epoch: 2 | Step: 400 / 442 | {'loss_reg': '1.7044', 'loss': '1.7044'}
Train | Epoch: 2 | Step: 410 / 442 | {'loss_reg': '2.6382', 'loss': '2.6382'}
Train | Epoch: 2 | Step: 420 / 442 | {'loss_reg': '2.8809', 'loss': '2.8809'}
Train | Epoch: 2 | Step: 430 / 442 | {'loss_reg': '1.6018', 'loss': '1.6018'}
Train | Epoch: 2 | Step: 440 / 442 | {'loss_reg': '3.3363', 'loss': '3.3363'}
Val | Epoch: 2 | {'rmse': '14.644', 'pearson': '0.921', 'r2': '0.848', 'spearmanr': '0.898'}
Train | Epoch: 3 | Step: 0 / 442 | {'loss_reg': '1.4846', 'loss': '1.4846'}
Train | Epoch: 3 | Step: 10 / 442 | {'loss_reg': '1.6740', 'loss': '1.6740'}
Train | Epoch: 3 | Step: 20 / 442 | {'loss_reg': '1.9210', 'loss': '1.9210'}
Train | Epoch: 3 | Step: 30 / 442 | {'loss_reg': '0.6027', 'loss': '0.6027'}
Train | Epoch: 3 | Step: 40 / 442 | {'loss_reg': '1.5974', 'loss': '1.5974'}
Train | Epoch: 3 | Step: 50 / 442 | {'loss_reg': '0.6486', 'loss': '0.6486'}
Train | Epoch: 3 | Step: 60 / 442 | {'loss_reg': '8.8729', 'loss': '8.8729'}
Train | Epoch: 3 | Step: 70 / 442 | {'loss_reg': '1.4280', 'loss': '1.4280'}
Train | Epoch: 3 | Step: 80 / 442 | {'loss_reg': '3.9896', 'loss': '3.9896'}
Train | Epoch: 3 | Step: 90 / 442 | {'loss_reg': '1.6186', 'loss': '1.6186'}
Train | Epoch: 3 | Step: 100 / 442 | {'loss_reg': '1.1884', 'loss': '1.1884'}
Train | Epoch: 3 | Step: 110 / 442 | {'loss_reg': '0.5883', 'loss': '0.5883'}
Train | Epoch: 3 | Step: 120 / 442 | {'loss_reg': '2.5113', 'loss': '2.5113'}
Train | Epoch: 3 | Step: 130 / 442 | {'loss_reg': '1.5324', 'loss': '1.5324'}
Train | Epoch: 3 | Step: 140 / 442 | {'loss_reg': '0.8926', 'loss': '0.8926'}
Train | Epoch: 3 | Step: 150 / 442 | {'loss_reg': '3.0715', 'loss': '3.0715'}
Train | Epoch: 3 | Step: 160 / 442 | {'loss_reg': '1.8488', 'loss': '1.8488'}
Train | Epoch: 3 | Step: 170 / 442 | {'loss_reg': '0.2032', 'loss': '0.2032'}
Train | Epoch: 3 | Step: 180 / 442 | {'loss_reg': '0.4417', 'loss': '0.4417'}
Train | Epoch: 3 | Step: 190 / 442 | {'loss_reg': '1.5463', 'loss': '1.5463'}
Train | Epoch: 3 | Step: 200 / 442 | {'loss_reg': '1.0719', 'loss': '1.0719'}
Train | Epoch: 3 | Step: 210 / 442 | {'loss_reg': '3.2778', 'loss': '3.2778'}
Train | Epoch: 3 | Step: 220 / 442 | {'loss_reg': '2.4647', 'loss': '2.4647'}
Train | Epoch: 3 | Step: 230 / 442 | {'loss_reg': '5.0736', 'loss': '5.0736'}
Train | Epoch: 3 | Step: 240 / 442 | {'loss_reg': '2.1257', 'loss': '2.1257'}
Train | Epoch: 3 | Step: 250 / 442 | {'loss_reg': '0.7457', 'loss': '0.7457'}
Train | Epoch: 3 | Step: 260 / 442 | {'loss_reg': '3.5784', 'loss': '3.5784'}
Train | Epoch: 3 | Step: 270 / 442 | {'loss_reg': '0.6100', 'loss': '0.6100'}
Train | Epoch: 3 | Step: 280 / 442 | {'loss_reg': '1.3688', 'loss': '1.3688'}
Train | Epoch: 3 | Step: 290 / 442 | {'loss_reg': '1.5595', 'loss': '1.5595'}
Train | Epoch: 3 | Step: 300 / 442 | {'loss_reg': '0.5483', 'loss': '0.5483'}
Train | Epoch: 3 | Step: 310 / 442 | {'loss_reg': '1.4530', 'loss': '1.4530'}
Train | Epoch: 3 | Step: 320 / 442 | {'loss_reg': '7.2114', 'loss': '7.2114'}
Train | Epoch: 3 | Step: 330 / 442 | {'loss_reg': '1.2014', 'loss': '1.2014'}
Train | Epoch: 3 | Step: 340 / 442 | {'loss_reg': '9.9808', 'loss': '9.9808'}
Train | Epoch: 3 | Step: 350 / 442 | {'loss_reg': '2.9182', 'loss': '2.9182'}
Train | Epoch: 3 | Step: 360 / 442 | {'loss_reg': '0.7685', 'loss': '0.7685'}
Train | Epoch: 3 | Step: 370 / 442 | {'loss_reg': '2.6608', 'loss': '2.6608'}
Train | Epoch: 3 | Step: 380 / 442 | {'loss_reg': '2.0653', 'loss': '2.0653'}
Train | Epoch: 3 | Step: 390 / 442 | {'loss_reg': '0.9613', 'loss': '0.9613'}
Train | Epoch: 3 | Step: 400 / 442 | {'loss_reg': '0.6670', 'loss': '0.6670'}
Train | Epoch: 3 | Step: 410 / 442 | {'loss_reg': '1.0618', 'loss': '1.0618'}
Train | Epoch: 3 | Step: 420 / 442 | {'loss_reg': '2.0819', 'loss': '2.0819'}
Train | Epoch: 3 | Step: 430 / 442 | {'loss_reg': '1.6738', 'loss': '1.6738'}
Train | Epoch: 3 | Step: 440 / 442 | {'loss_reg': '0.9547', 'loss': '0.9547'}
Val | Epoch: 3 | {'rmse': '13.956', 'pearson': '0.928', 'r2': '0.862', 'spearmanr': '0.896'}
Train | Epoch: 4 | Step: 0 / 442 | {'loss_reg': '0.9047', 'loss': '0.9047'}
Train | Epoch: 4 | Step: 10 / 442 | {'loss_reg': '1.2065', 'loss': '1.2065'}
Train | Epoch: 4 | Step: 20 / 442 | {'loss_reg': '1.0361', 'loss': '1.0361'}
Train | Epoch: 4 | Step: 30 / 442 | {'loss_reg': '1.3838', 'loss': '1.3838'}
Train | Epoch: 4 | Step: 40 / 442 | {'loss_reg': '1.1681', 'loss': '1.1681'}
Train | Epoch: 4 | Step: 50 / 442 | {'loss_reg': '1.8627', 'loss': '1.8627'}
Train | Epoch: 4 | Step: 60 / 442 | {'loss_reg': '8.2498', 'loss': '8.2498'}
Train | Epoch: 4 | Step: 70 / 442 | {'loss_reg': '0.4692', 'loss': '0.4692'}
Train | Epoch: 4 | Step: 80 / 442 | {'loss_reg': '2.6519', 'loss': '2.6519'}
Train | Epoch: 4 | Step: 90 / 442 | {'loss_reg': '1.3460', 'loss': '1.3460'}
Train | Epoch: 4 | Step: 100 / 442 | {'loss_reg': '2.3831', 'loss': '2.3831'}
Train | Epoch: 4 | Step: 110 / 442 | {'loss_reg': '2.1783', 'loss': '2.1783'}
Train | Epoch: 4 | Step: 120 / 442 | {'loss_reg': '0.7529', 'loss': '0.7529'}
Train | Epoch: 4 | Step: 130 / 442 | {'loss_reg': '2.1884', 'loss': '2.1884'}
Train | Epoch: 4 | Step: 140 / 442 | {'loss_reg': '1.6564', 'loss': '1.6564'}
Train | Epoch: 4 | Step: 150 / 442 | {'loss_reg': '1.8568', 'loss': '1.8568'}
Train | Epoch: 4 | Step: 160 / 442 | {'loss_reg': '0.8784', 'loss': '0.8784'}
Train | Epoch: 4 | Step: 170 / 442 | {'loss_reg': '1.3228', 'loss': '1.3228'}
Train | Epoch: 4 | Step: 180 / 442 | {'loss_reg': '1.3517', 'loss': '1.3517'}
Train | Epoch: 4 | Step: 190 / 442 | {'loss_reg': '1.4935', 'loss': '1.4935'}
Train | Epoch: 4 | Step: 200 / 442 | {'loss_reg': '0.8333', 'loss': '0.8333'}
Train | Epoch: 4 | Step: 210 / 442 | {'loss_reg': '0.8646', 'loss': '0.8646'}
Train | Epoch: 4 | Step: 220 / 442 | {'loss_reg': '1.3669', 'loss': '1.3669'}
Train | Epoch: 4 | Step: 230 / 442 | {'loss_reg': '5.3375', 'loss': '5.3375'}
Train | Epoch: 4 | Step: 240 / 442 | {'loss_reg': '2.3520', 'loss': '2.3520'}
Train | Epoch: 4 | Step: 250 / 442 | {'loss_reg': '1.0302', 'loss': '1.0302'}
Train | Epoch: 4 | Step: 260 / 442 | {'loss_reg': '0.8946', 'loss': '0.8946'}
Train | Epoch: 4 | Step: 270 / 442 | {'loss_reg': '0.9836', 'loss': '0.9836'}
Train | Epoch: 4 | Step: 280 / 442 | {'loss_reg': '1.9099', 'loss': '1.9099'}
Train | Epoch: 4 | Step: 290 / 442 | {'loss_reg': '4.9754', 'loss': '4.9754'}
Train | Epoch: 4 | Step: 300 / 442 | {'loss_reg': '2.1271', 'loss': '2.1271'}
Train | Epoch: 4 | Step: 310 / 442 | {'loss_reg': '2.0405', 'loss': '2.0405'}
Train | Epoch: 4 | Step: 320 / 442 | {'loss_reg': '0.7915', 'loss': '0.7915'}
Train | Epoch: 4 | Step: 330 / 442 | {'loss_reg': '1.9539', 'loss': '1.9539'}
Train | Epoch: 4 | Step: 340 / 442 | {'loss_reg': '1.8970', 'loss': '1.8970'}
Train | Epoch: 4 | Step: 350 / 442 | {'loss_reg': '7.8284', 'loss': '7.8284'}
Train | Epoch: 4 | Step: 360 / 442 | {'loss_reg': '1.9894', 'loss': '1.9894'}
Train | Epoch: 4 | Step: 370 / 442 | {'loss_reg': '1.3323', 'loss': '1.3323'}
Train | Epoch: 4 | Step: 380 / 442 | {'loss_reg': '2.1435', 'loss': '2.1435'}
Train | Epoch: 4 | Step: 390 / 442 | {'loss_reg': '2.1465', 'loss': '2.1465'}
Train | Epoch: 4 | Step: 400 / 442 | {'loss_reg': '2.3404', 'loss': '2.3404'}
Train | Epoch: 4 | Step: 410 / 442 | {'loss_reg': '2.3019', 'loss': '2.3019'}
Train | Epoch: 4 | Step: 420 / 442 | {'loss_reg': '2.1450', 'loss': '2.1450'}
Train | Epoch: 4 | Step: 430 / 442 | {'loss_reg': '0.4857', 'loss': '0.4857'}
Train | Epoch: 4 | Step: 440 / 442 | {'loss_reg': '2.7499', 'loss': '2.7499'}
Val | Epoch: 4 | {'rmse': '14.872', 'pearson': '0.919', 'r2': '0.843', 'spearmanr': '0.897'}
Train | Epoch: 5 | Step: 0 / 442 | {'loss_reg': '2.7223', 'loss': '2.7223'}
Train | Epoch: 5 | Step: 10 / 442 | {'loss_reg': '1.3468', 'loss': '1.3468'}
Train | Epoch: 5 | Step: 20 / 442 | {'loss_reg': '2.2776', 'loss': '2.2776'}
Train | Epoch: 5 | Step: 30 / 442 | {'loss_reg': '0.4016', 'loss': '0.4016'}
Train | Epoch: 5 | Step: 40 / 442 | {'loss_reg': '0.6703', 'loss': '0.6703'}
Train | Epoch: 5 | Step: 50 / 442 | {'loss_reg': '1.1892', 'loss': '1.1892'}
Train | Epoch: 5 | Step: 60 / 442 | {'loss_reg': '0.9962', 'loss': '0.9962'}
Train | Epoch: 5 | Step: 70 / 442 | {'loss_reg': '1.5708', 'loss': '1.5708'}
Train | Epoch: 5 | Step: 80 / 442 | {'loss_reg': '0.9033', 'loss': '0.9033'}
Train | Epoch: 5 | Step: 90 / 442 | {'loss_reg': '1.8508', 'loss': '1.8508'}
Train | Epoch: 5 | Step: 100 / 442 | {'loss_reg': '2.5793', 'loss': '2.5793'}
Train | Epoch: 5 | Step: 110 / 442 | {'loss_reg': '0.5705', 'loss': '0.5705'}
Train | Epoch: 5 | Step: 120 / 442 | {'loss_reg': '0.7453', 'loss': '0.7453'}
Train | Epoch: 5 | Step: 130 / 442 | {'loss_reg': '0.5659', 'loss': '0.5659'}
Train | Epoch: 5 | Step: 140 / 442 | {'loss_reg': '0.6206', 'loss': '0.6206'}
Train | Epoch: 5 | Step: 150 / 442 | {'loss_reg': '8.2571', 'loss': '8.2571'}
Train | Epoch: 5 | Step: 160 / 442 | {'loss_reg': '1.1659', 'loss': '1.1659'}
