SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 443 | {'loss_reg': '14.2780', 'loss': '14.2780'}
Train | Epoch: 1 | Step: 10 / 443 | {'loss_reg': '4.9001', 'loss': '4.9001'}
Train | Epoch: 1 | Step: 20 / 443 | {'loss_reg': '5.1285', 'loss': '5.1285'}
Train | Epoch: 1 | Step: 30 / 443 | {'loss_reg': '11.2488', 'loss': '11.2488'}
Train | Epoch: 1 | Step: 40 / 443 | {'loss_reg': '8.4521', 'loss': '8.4521'}
Train | Epoch: 1 | Step: 50 / 443 | {'loss_reg': '7.0947', 'loss': '7.0947'}
Train | Epoch: 1 | Step: 60 / 443 | {'loss_reg': '9.4555', 'loss': '9.4555'}
Train | Epoch: 1 | Step: 70 / 443 | {'loss_reg': '6.7705', 'loss': '6.7705'}
Train | Epoch: 1 | Step: 80 / 443 | {'loss_reg': '8.3831', 'loss': '8.3831'}
Train | Epoch: 1 | Step: 90 / 443 | {'loss_reg': '8.6866', 'loss': '8.6866'}
Train | Epoch: 1 | Step: 100 / 443 | {'loss_reg': '7.2597', 'loss': '7.2597'}
Train | Epoch: 1 | Step: 110 / 443 | {'loss_reg': '5.6760', 'loss': '5.6760'}
Train | Epoch: 1 | Step: 120 / 443 | {'loss_reg': '7.6651', 'loss': '7.6651'}
Train | Epoch: 1 | Step: 130 / 443 | {'loss_reg': '1.7460', 'loss': '1.7460'}
Train | Epoch: 1 | Step: 140 / 443 | {'loss_reg': '7.2412', 'loss': '7.2412'}
Train | Epoch: 1 | Step: 150 / 443 | {'loss_reg': '5.4074', 'loss': '5.4074'}
Train | Epoch: 1 | Step: 160 / 443 | {'loss_reg': '4.1046', 'loss': '4.1046'}
Train | Epoch: 1 | Step: 170 / 443 | {'loss_reg': '2.6000', 'loss': '2.6000'}
Train | Epoch: 1 | Step: 180 / 443 | {'loss_reg': '7.6993', 'loss': '7.6993'}
Train | Epoch: 1 | Step: 190 / 443 | {'loss_reg': '4.0699', 'loss': '4.0699'}
Train | Epoch: 1 | Step: 200 / 443 | {'loss_reg': '5.2932', 'loss': '5.2932'}
Train | Epoch: 1 | Step: 210 / 443 | {'loss_reg': '7.8178', 'loss': '7.8178'}
Train | Epoch: 1 | Step: 220 / 443 | {'loss_reg': '6.2881', 'loss': '6.2881'}
Train | Epoch: 1 | Step: 230 / 443 | {'loss_reg': '4.8095', 'loss': '4.8095'}
Train | Epoch: 1 | Step: 240 / 443 | {'loss_reg': '5.2475', 'loss': '5.2475'}
Train | Epoch: 1 | Step: 250 / 443 | {'loss_reg': '2.9834', 'loss': '2.9834'}
Train | Epoch: 1 | Step: 260 / 443 | {'loss_reg': '5.5609', 'loss': '5.5609'}
Train | Epoch: 1 | Step: 270 / 443 | {'loss_reg': '1.7329', 'loss': '1.7329'}
Train | Epoch: 1 | Step: 280 / 443 | {'loss_reg': '4.2494', 'loss': '4.2494'}
Train | Epoch: 1 | Step: 290 / 443 | {'loss_reg': '2.0966', 'loss': '2.0966'}
Train | Epoch: 1 | Step: 300 / 443 | {'loss_reg': '7.3432', 'loss': '7.3432'}
Train | Epoch: 1 | Step: 310 / 443 | {'loss_reg': '5.1708', 'loss': '5.1708'}
Train | Epoch: 1 | Step: 320 / 443 | {'loss_reg': '3.5725', 'loss': '3.5725'}
Train | Epoch: 1 | Step: 330 / 443 | {'loss_reg': '2.4645', 'loss': '2.4645'}
Train | Epoch: 1 | Step: 340 / 443 | {'loss_reg': '7.1624', 'loss': '7.1624'}
Train | Epoch: 1 | Step: 350 / 443 | {'loss_reg': '4.5858', 'loss': '4.5858'}
Train | Epoch: 1 | Step: 360 / 443 | {'loss_reg': '1.4477', 'loss': '1.4477'}
Train | Epoch: 1 | Step: 370 / 443 | {'loss_reg': '7.2624', 'loss': '7.2624'}
Train | Epoch: 1 | Step: 380 / 443 | {'loss_reg': '1.9086', 'loss': '1.9086'}
Train | Epoch: 1 | Step: 390 / 443 | {'loss_reg': '1.4473', 'loss': '1.4473'}
Train | Epoch: 1 | Step: 400 / 443 | {'loss_reg': '2.7498', 'loss': '2.7498'}
Train | Epoch: 1 | Step: 410 / 443 | {'loss_reg': '8.2754', 'loss': '8.2754'}
Train | Epoch: 1 | Step: 420 / 443 | {'loss_reg': '2.1066', 'loss': '2.1066'}
Train | Epoch: 1 | Step: 430 / 443 | {'loss_reg': '3.7060', 'loss': '3.7060'}
Train | Epoch: 1 | Step: 440 / 443 | {'loss_reg': '0.8677', 'loss': '0.8677'}
Val | Epoch: 1 | {'rmse': '12.158', 'pearson': '0.944', 'r2': '0.891', 'spearmanr': '0.923'}
Train | Epoch: 2 | Step: 0 / 443 | {'loss_reg': '0.4564', 'loss': '0.4564'}
Train | Epoch: 2 | Step: 10 / 443 | {'loss_reg': '1.3822', 'loss': '1.3822'}
Train | Epoch: 2 | Step: 20 / 443 | {'loss_reg': '1.7555', 'loss': '1.7555'}
Train | Epoch: 2 | Step: 30 / 443 | {'loss_reg': '0.6003', 'loss': '0.6003'}
Train | Epoch: 2 | Step: 40 / 443 | {'loss_reg': '1.7582', 'loss': '1.7582'}
